"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Northern Africa and Western Asia","1995","64222169","34259259","100","100","13.6124286586224","6.45486750559238","7.20406242146251","87698","44371","43327"
"Western Asia","1995","32282011","17054160","100","100","12.1763303405895","6.26791035070312","5.94568702312068","39608","21446","18162"
"Northern Africa","1995","31940158","17205099","100","100","15.0865442684897","6.64014990026162","8.50285459733451","48090","22925","25165"
"Sub-Saharan Africa","1995","111780150","60917883","100","100","39.1324300052993","16.8329270824808","22.6812955163818","440197","206826","233371"
"Oceania","1995","4547340","2230563","100","100","10.3747960931262","4.64719347979522","5.75434416401043","4752","2078","2674"
"Oceania (exc. Australia and New Zealand)","1995","1301416","693341","100","100","18.3172976748999","8.15879778390964","10.24206281035","2388","1136","1252"
"Australia and New Zealand","1995","3245924","1537222","100","100","7.19899249869149","3.05928186768184","4.15241403597708","2364","942","1422"
"Europe, Northern America, Australia and New Zealand","1995","146054942","72098087","100","100","9.77271912057176","3.98490566957102","5.81096961677235","143778","57576","86203"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1995","97351764","50516645","100","100","14.3270240587412","6.72233345770773","7.65615784708641","140138","68147","71991"
"World","1995","1029944777","520638189","100","100","16.2148538821179","7.461605319589","8.81905285421958","1682168","779869","902299"
"Least developed countries","1996","118995998","64650410","100","100","36.6633599649857","16.283021994917","20.7176844821757","439809","212269","227540"
"Landlocked developing countries","1996","58925712","32063878","100","100","38.6989132234961","16.5230064705275","22.548475357196","229361","106841","122520"
"Small island developing States","1996","8944021","4490955","100","100","17.1154970772754","7.73667790865707","9.45194582910819","15434","6976","8458"
"Europe and Northern America","1996","142633204","71057563","100","100","9.47966985765214","3.82109418730989","5.68028055736228","135953","54407","81546"
"Northern America","1996","40924099","20716734","100","100","8.72167606274854","3.82123260683342","4.919241020102","35793","15863","19930"
"Europe","1996","101709105","50340829","100","100","9.77770314526172","3.82103722141129","5.97951386890949","100160","38544","61616"
"Latin America and the Caribbean","1996","94742169","49735806","100","100","14.0986851289396","5.78977188816","8.35730010197096","133301","57759","75542"
"Central and Southern Asia","1996","273159622","146151206","100","100","20.1279705277003","8.71701967333201","11.5112950396949","550015","255916","294099"
"Central Asia","1996","10117994","5307946","100","100","14.5172715359673","5.38772502441856","9.17900044192888","14606","5735","8871"
"Southern Asia","1996","263041628","140843260","100","100","20.3426648564106","8.84227316340353","11.6029884867184","535409","250181","285228"
"Eastern and South-Eastern Asia","1996","341375883","161988763","100","100","9.29308461116396","4.71551072490385","4.59926175438963","318523","153133","165390"
"Eastern Asia","1996","243942166","111264269","100","100","7.42428689118679","3.86818674542635","3.56990922129269","181144","86245","94899"
"South-Eastern Asia","1996","97433717","50724494","100","100","14.0395631786424","6.57160024124949","7.51736404878951","137379","66888","70491"
"Northern Africa and Western Asia","1996","65839586","35245757","100","100","12.6599098096821","6.09360234830684","6.60656524285342","83644","43086","40558"
"Western Asia","1996","33034895","17518619","100","100","10.9433460781665","5.77624861324642","5.1971173065549","36467","20297","16170"
"Northern Africa","1996","32804691","17727138","100","100","14.4104618608651","6.40712393234399","8.05494697203948","47177","22789","24388"
"Sub-Saharan Africa","1996","115395352","62939556","100","100","39.9411342751044","17.0566154651047","23.2816245269589","463682","216554","247128"
"Oceania","1996","4558869","2256952","100","100","10.4732733845645","4.67457137053791","5.82593576656753","4805","2115","2690"
"Oceania (exc. Australia and New Zealand)","1996","1341414","713694","100","100","18.1340788709949","8.07994540803725","10.1360320485642","2437","1158","1279"
"Australia and New Zealand","1996","3217455","1543258","100","100","7.2878662812752","3.09578394339471","4.20510042024182","2368","957","1411"
"Europe, Northern America, Australia and New Zealand","1996","145850659","72600821","100","100","9.43077959396532","3.80568151549699","5.6465871909667","138321","55364","82957"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1996","98775131","51438188","100","100","14.0948905178979","6.59254383931206","7.55213445606785","139816","68046","71770"
"World","1996","1037704685","529375603","100","100","16.1838763907164","7.36799524518702","8.88131865918115","1689926","782972","906954"
"Least developed countries","1997","122406062","66759590","100","100","35.1757328721047","15.6324890752853","19.8536050610413","433540","210368","223172"
"Landlocked developing countries","1997","60741241","33108748","100","100","37.7327789672917","16.1127278865839","21.9741140001408","230350","107561","122789"
"Small island developing States","1997","8997609","4546812","100","100","17.0997085388007","7.67691745473379","9.49568870241129","15501","7008","8493"
"Europe and Northern America","1997","142730505","71496642","100","100","9.26174188914974","3.69204721442193","5.59033445347448","132759","52891","79867"
"Northern America","1997","41404585","21208864","100","100","8.3740079833039","3.64441477727712","4.74689285248446","34706","15487","19219"
"Europe","1997","101325920","50287778","100","100","9.61404656283349","3.71213628187892","5.92390060732924","98053","37404","60649"
"Latin America and the Caribbean","1997","96081199","50419382","100","100","13.9036679836321","5.70223078407804","8.24847188988609","133305","57665","75640"
"Central and Southern Asia","1997","280345331","150247918","100","100","19.722172524374","8.48546067042115","11.3328765320484","552627","256071","296556"
"Central Asia","1997","10240045","5391687","100","100","14.0462093835042","5.15205308853096","8.94021676637657","14278","5570","8708"
"Southern Asia","1997","270105286","144856231","100","100","19.9363336733683","8.6093182482687","11.4253801589959","538349","250501","287848"
"Eastern and South-Eastern Asia","1997","338220575","165280750","100","100","9.10190075154216","4.55031814936283","4.57238842421202","309271","150759","158512"
"Eastern Asia","1997","239242253","113541496","100","100","7.20917972328827","3.70270116617021","3.51951025183182","172875","84238","88637"
"South-Eastern Asia","1997","98978322","51739254","100","100","13.7293129146097","6.40788814199497","7.36864220763951","136396","66521","69875"
"Northern Africa and Western Asia","1997","67553828","36255796","100","100","12.3802722859754","5.90145060128066","6.51728310901713","83848","42919","40929"
"Western Asia","1997","33908692","18025735","100","100","10.5155643636659","5.50000366519381","5.04329886069049","35944","19883","16061"
"Northern Africa","1997","33645136","18230061","100","100","14.28137034502","6.29823917790207","8.03372951710721","47904","23036","24868"
"Sub-Saharan Africa","1997","119127193","65104646","100","100","39.0938228682041","16.6439979312727","22.829804149975","468052","218539","249513"
"Oceania","1997","4567615","2286330","100","100","10.5503963409241","4.69300728823377","5.88500743547635","4844","2151","2693"
"Oceania (exc. Australia and New Zealand)","1997","1382714","735013","100","100","17.9821314301897","8.00847733235045","10.0541727120996","2491","1182","1309"
"Australia and New Zealand","1997","3184901","1551317","100","100","7.33223328994503","3.11828334157689","4.2271313416133","2353","969","1384"
"Europe, Northern America, Australia and New Zealand","1997","145915406","73047959","100","100","9.21919889837419","3.67986531415555","5.55979287316655","135112","53860","81251"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1997","100361036","52474267","100","100","13.7877230702338","6.43032553794912","7.40501418410161","138887","67703","71184"
"World","1997","1048626246","541091464","100","100","15.9906801118782","7.1909169605497","8.86349984267697","1684709","780997","903712"
"Least developed countries","1998","125977119","68844778","100","100","37.08924303202","16.0808340809796","21.3517631109642","469819","223211","246608"
"Landlocked developing countries","1998","62439887","34072520","100","100","39.342891704422","16.713930179029","23.0136093858352","246944","114857","132087"
"Small island developing States","1998","9075200","4633715","100","100","17.4567732213151","7.73051543577126","9.80203254946946","15942","7192","8750"
"Europe and Northern America","1998","143497548","72115564","100","100","9.25368399450377","3.65212911652983","5.622087467309","133261","52771","80489"
"Northern America","1998","42077300","21611629","100","100","8.09018387050986","3.49385335395834","4.61244572551958","34051","15128","18923"
"Europe","1998","101420248","50503935","100","100","9.72507083689911","3.71985339575714","6.02763937594292","99210","37643","61567"
"Latin America and the Caribbean","1998","97410131","51090404","100","100","13.8998944468895","5.71697752618115","8.22996745971681","135141","58584","76557"
"Central and Southern Asia","1998","287748725","154523538","100","100","19.3648630097195","8.26274266890439","11.19461859353","556377","256417","299960"
"Central Asia","1998","10393324","5514437","100","100","13.7247235855426","4.98352812808192","8.78497563062045","14120","5510","8610"
"Southern Asia","1998","277355401","149009101","100","100","19.5753719323202","8.38389097901691","11.2861024054486","542257","250907","291350"
"Eastern and South-Eastern Asia","1998","335508581","168982195","100","100","8.90127341393787","4.37957883159967","4.54158481103848","299942","148339","151603"
"Eastern Asia","1998","234855232","116194006","100","100","6.98930294888422","3.53428742914039","3.46726984798094","164707","82278","82429"
"South-Eastern Asia","1998","100653349","52788189","100","100","13.3926613473199","6.23766113041233","7.19991082077672","135235","66061","69174"
"Northern Africa and Western Asia","1998","69384210","37254659","100","100","12.5021818104938","5.93047752541174","6.61091013908442","86941","44319","42622"
"Western Asia","1998","34809398","18508842","100","100","10.1100364437596","5.2447777602886","4.89091042167824","35450","19466","15984"
"Northern Africa","1998","34574812","18745817","100","100","14.9307394274817","6.60704666396515","8.37905356139659","51491","24853","26638"
"Sub-Saharan Africa","1998","122707511","67051528","100","100","40.8797041697958","17.1220052700177","24.1715645554816","503944","231594","272350"
"Oceania","1998","4576006","2315435","100","100","11.1577837095103","5.00593431542125","6.18280008520092","5128","2324","2804"
"Oceania (exc. Australia and New Zealand)","1998","1425417","757970","100","100","19.8046625016831","8.95088178991367","10.9518090600517","2833","1363","1470"
"Australia and New Zealand","1998","3150589","1557465","100","100","7.24551641139648","3.08038984080379","4.17799642834548","2295","961","1334"
"Europe, Northern America, Australia and New Zealand","1998","146648137","73673029","100","100","9.21027832388288","3.64004548095613","5.59058281865172","135556","53732","81823"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1998","102078766","53546159","100","100","13.4822126148552","6.27611958651408","7.25160496831637","138068","67424","70644"
"World","1998","1060832712","553333323","100","100","16.1727237661685","7.15219118345005","9.08551391524019","1720737","794350","926387"
"Least developed countries","1999","129687079","70800187","100","100","34.3116025196334","14.6303549780373","19.9734664458406","446301","208693","237608"
"Landlocked developing countries","1999","64234671","35038735","100","100","34.4123951394006","14.4279345621582","20.277016037751","221456","101842","119614"
"Small island developing States","1999","9165619","4732710","100","100","17.2835404084","7.52434043614651","9.83318822805409","15910","7149","8761"
"Europe and Northern America","1999","143919731","72406870","100","100","9.34840664254311","3.65081182863584","5.7184718786837","134989","52965","82023"
"Northern America","1999","42838032","21953146","100","100","7.89249508701639","3.38057897849217","4.52722073577453","33821","14868","18953"
"Europe","1999","101081699","50453724","100","100","9.95446490724461","3.76837585236307","6.20948874231348","101168","38098","63071"
"Latin America and the Caribbean","1999","98758479","51726209","100","100","13.651685791936","5.57462119961198","8.12234358104148","134546","57832","76714"
"Central and Southern Asia","1999","295319012","158774610","100","100","18.8458920444791","7.99941848871836","10.9339387072097","555276","255041","300235"
"Central Asia","1999","10586226","5666682","100","100","13.2093751372796","4.75775961544979","8.49201850452427","13796","5405","8391"
"Southern Asia","1999","284732786","153107928","100","100","19.054769240176","8.11919349162515","11.0250905923327","541480","249636","291844"
"Eastern and South-Eastern Asia","1999","333410092","171414848","100","100","8.71780242877274","4.22191588660266","4.51494827401535","291657","145046","146611"
"Eastern Asia","1999","231091975","117707239","100","100","6.76773798772179","3.36370965574399","3.41551713996095","156906","79320","77586"
"South-Eastern Asia","1999","102318117","53707609","100","100","13.1317399344083","6.10020908107904","7.07468792887893","134751","65726","69025"
"Northern Africa and Western Asia","1999","71265444","38152940","100","100","11.8468157836498","5.62576674088365","6.25624521904219","84611","43049","41562"
"Western Asia","1999","35734763","18943350","100","100","10.511927154633","5.38340683496032","5.15627866548344","37812","20451","17361"
"Northern Africa","1999","35530681","19209590","100","100","13.2080334452017","5.86470992939147","7.38664404045919","46799","22598","24201"
"Sub-Saharan Africa","1999","126610347","69062375","100","100","38.7470747472416","15.9983717152459","23.1185623865781","491956","222759","269197"
"Oceania","1999","4601120","2351747","100","100","10.3921706197317","4.59874077653386","5.82019541317181","4794","2168","2626"
"Oceania (exc. Australia and New Zealand)","1999","1469098","781157","100","100","17.6617419048253","7.86746948008395","9.87193960831904","2599","1234","1365"
"Australia and New Zealand","1999","3132022","1570590","100","100","6.98685027486856","2.96899089276348","4.02982389254144","2195","934","1261"
"Europe, Northern America, Australia and New Zealand","1999","147051753","73977460","100","100","9.2980957121892","3.6363407711563","5.68241814982998","137184","53899","83284"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1999","103787215","54488766","100","100","13.1957675663836","6.12556687565681","7.11377660505962","137350","66960","70390"
"World","1999","1073884225","563889599","100","100","15.7898573954699","6.88238915758016","8.96919774721724","1697831","778862","918970"
"Least developed countries","2000","133428795","72677528","100","100","30.8832496544491","13.4850087841635","17.6360633393347","413531","197342","216189"
"Landlocked developing countries","2000","66169338","36095640","100","100","31.6781452645408","13.3916875992048","18.5346681509687","209852","97328","112524"
"Small island developing States","2000","9229458","4810033","100","100","15.9357145205931","6.95592471275864","9.04269007922631","14744","6715","8029"
"Europe and Northern America","2000","144663171","72612701","100","100","9.30860145247536","3.60459900394676","5.72463747105478","135172","52442","82729"
"Northern America","2000","43607847","22203371","100","100","7.7986464611417","3.3115715347113","4.50198356706077","34046","14730","19316"
"Europe","2000","101055324","50409330","100","100","9.95128013984747","3.73364419346053","6.24093738601992","101126","37713","63414"
"Latin America and the Caribbean","2000","100047471","52285119","100","100","13.6176018965835","5.54534187420311","8.1172730766767","136005","58149","77856"
"Central and Southern Asia","2000","303021958","162771932","100","100","18.4130959734607","7.77898789831895","10.7174792162655","556474","254229","302245"
"Central Asia","2000","10887646","5882303","100","100","12.9138289012044","4.60321991331903","8.34904146179948","13821","5428","8393"
"Southern Asia","2000","292134312","156889629","100","100","18.6175504950535","7.89786118112807","10.8050259086101","542653","248801","293852"
"Eastern and South-Eastern Asia","2000","334234535","173976908","100","100","8.51405196995792","4.07125991477985","4.46095375739224","285250","141950","143300"
"Eastern Asia","2000","230444656","119557848","100","100","6.55867212784711","3.20439188034613","3.36506322878812","151499","76745","74754"
"South-Eastern Asia","2000","103789879","54419060","100","100","12.8497363035514","5.97311507363521","6.91794289892428","133751","65205","68546"
"Northern Africa and Western Asia","2000","73094088","38951848","100","100","11.170368821073","5.26377976309624","5.93784456402938","81782","41115","40667"
"Western Asia","2000","36637793","19329349","100","100","9.51196395124465","4.82527530764517","4.70941285717262","35040","18699","16341"
"Northern Africa","2000","36456295","19622499","100","100","12.8538777431364","5.69554477596126","7.19933711406554","46742","22416","24326"
"Sub-Saharan Africa","2000","130457404","71069470","100","100","35.5802898689885","14.986863190112","20.9067533307946","465575","214630","250945"
"Oceania","2000","4649807","2393824","100","100","10.1284201667694","4.48066208763842","5.67317767123902","4717","2150","2567"
"Oceania (exc. Australia and New Zealand)","2000","1512865","803570","100","100","17.5116492352869","7.80940103133677","9.77861331687197","2654","1260","1394"
"Australia and New Zealand","2000","3136942","1590254","100","100","6.56860680729598","2.79438535767191","3.78479763271072","2063","890","1173"
"Europe, Northern America, Australia and New Zealand","2000","147800113","74202955","100","100","9.2507603017844","3.58724162414798","5.68390822982625","137235","53332","83902"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2000","105302744","55222630","100","100","12.9166264401329","5.99985998972626","6.95851657559639","136405","66465","69940"
"World","2000","1090168434","574061802","100","100","15.264655540749","6.63803731953361","8.68426469434913","1664977","764667","900311"
"Least developed countries","2001","136980855","74370029","100","100","30.0837167798451","13.1392702536154","17.1700484328566","413594","196726","216868"
"Landlocked developing countries","2001","67932467","37089827","100","100","30.7037152907315","12.9691999815868","17.9675399276434","208671","96833","111838"
"Small island developing States","2001","9373903","4918284","100","100","15.6752006546684","6.78416153599253","8.95176936810205","14709","6696","8013"
"Europe and Northern America","2001","145691851","73016862","100","100","9.11207045599205","3.51774199081037","5.61407734078306","133292","51461","81830"
"Northern America","2001","44434856","22443569","100","100","7.77893160763898","3.27285734992681","4.52087042169996","34644","14715","19929"
"Europe","2001","101256995","50573293","100","100","9.69238335423317","3.62640269468416","6.08805841097594","98648","36746","61901"
"Latin America and the Caribbean","2001","101129305","52683360","100","100","13.5732488623845","5.5118450436813","8.10608329372939","137098","58237","78861"
"Central and Southern Asia","2001","310600006","166376325","100","100","17.907364864832","7.56982712325537","10.4163879979701","554876","252845","302031"
"Central Asia","2001","11227007","6125133","100","100","12.2580658110125","4.36342571192382","7.92923874329717","13480","5357","8123"
"Southern Asia","2001","299372999","160251192","100","100","18.1188312885816","7.69217801275356","10.5074786722401","541396","247488","293908"
"Eastern and South-Eastern Asia","2001","338081398","177067007","100","100","8.34068948649691","3.9379406747917","4.42015512034259","282388","139731","142657"
"Eastern Asia","2001","232908029","122175802","100","100","6.3611915474997","3.05309806094378","3.31822435088738","148326","74717","73609"
"South-Eastern Asia","2001","105173369","54891205","100","100","12.7067540002991","5.90459431094055","6.84256224345347","134062","65014","69048"
"Northern Africa and Western Asia","2001","75035595","39795910","100","100","10.8710432923191","5.09129963738307","5.80932064703974","81689","40626","41063"
"Western Asia","2001","37674857","19791518","100","100","9.25062655731979","4.64195181660568","4.63016775634188","35016","18417","16599"
"Northern Africa","2001","37360738","20004392","100","100","12.5196101327497","5.53566666498005","7.02281945532271","46673","22209","24464"
"Sub-Saharan Africa","2001","134312898","73092564","100","100","35.0032162809916","14.6906111550646","20.6154588151638","471390","216344","255046"
"Oceania","2001","4722759","2439263","100","100","9.81413573651624","4.34839878293922","5.48960795814097","4640","2126","2514"
"Oceania (exc. Australia and New Zealand)","2001","1555373","825258","100","100","17.3770578261777","7.76126681255756","9.69100549293279","2708","1286","1422"
"Australia and New Zealand","2001","3167386","1614005","100","100","6.09846949126713","2.59884104065021","3.50874712665099","1932","840","1092"
"Europe, Northern America, Australia and New Zealand","2001","148859237","74630867","100","100","9.04845764523154","3.497877784712","5.57006326105977","135224","52301","82922"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2001","106728742","55716463","100","100","12.7746752281537","5.93212011843554","6.88338819531451","136770","66300","70470"
"World","2001","1109573812","584471291","100","100","15.0075362101307","6.49219330785281","8.57098740937878","1665375","761372","904004"
"Least developed countries","2002","140590066","76190388","100","100","28.8052900814727","12.6277962310365","16.384392621834","406419","193646","212773"
"Landlocked developing countries","2002","69929641","38221416","100","100","28.6469283870434","12.0901994437569","16.7593528619355","200163","92983","107180"
"Small island developing States","2002","9532570","5019011","100","100","15.411715218145","6.61976335463036","8.85054034616697","14692","6667","8025"
"Europe and Northern America","2002","146597168","73410893","100","100","8.85832740907699","3.4128260519714","5.46414954903852","130393","50193","80199"
"Northern America","2002","45041333","22586224","100","100","7.79413495960868","3.24736512665796","4.56158295837216","35226","14693","20533"
"Europe","2002","101555835","50824669","100","100","9.32931597367947","3.48635014711192","5.86340771893097","95167","35500","59666"
"Latin America and the Caribbean","2002","102117171","53001531","100","100","13.4628883147019","5.45436027163497","8.05244900098734","137396","57976","79420"
"Central and Southern Asia","2002","317973294","169756524","100","100","17.4452585849595","7.38927911810897","10.1308390643981","553647","251806","301841"
"Central Asia","2002","11587233","6365587","100","100","11.7419320267188","4.17000646037467","7.60363276409269","13291","5320","7971"
"Southern Asia","2002","306386061","163390937","100","100","17.6606705719723","7.51448936812219","10.2230018425059","540356","246486","293870"
"Eastern and South-Eastern Asia","2002","344422113","180213303","100","100","8.14784604258523","3.80376357176509","4.36066942633263","280884","137359","143525"
"Eastern Asia","2002","238127442","125149499","100","100","6.16966352932935","2.90628963684377","3.27288584670441","146924","72850","74074"
"South-Eastern Asia","2002","106294671","55063804","100","100","12.5564414618786","5.84055324939206","6.75534315389484","133960","64509","69451"
"Northern Africa and Western Asia","2002","76873753","40571152","100","100","10.8489992103151","5.00602894449007","5.87236750754048","83484","40722","42762"
"Western Asia","2002","38671582","20229706","100","100","8.85539999068641","4.43558368961943","4.43950811083334","34397","17986","16411"
"Northern Africa","2002","38202171","20341446","100","100","12.8817489146691","5.57301726233273","7.34969161055476","49087","22736","26351"
"Sub-Saharan Africa","2002","138198437","75099213","100","100","33.6836283626453","14.1295764678394","19.8343021842038","466547","213734","252813"
"Oceania","2002","4818453","2485711","100","100","9.52908993847268","4.23727367669501","5.31433455168265","4597","2111","2486"
"Oceania (exc. Australia and New Zealand)","2002","1600790","849654","100","100","17.228694094663","7.69693875218143","9.60568974814544","2763","1313","1450"
"Australia and New Zealand","2002","3217663","1636057","100","100","5.69765289401547","2.43582010827495","3.26979742405611","1834","798","1036"
"Europe, Northern America, Australia and New Zealand","2002","149814831","75046950","100","100","8.79094177916217","3.39153650744612","5.4177798699342","132227","50991","81235"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2002","107895461","55913458","100","100","12.6254893729199","5.86878853928009","6.79658857477366","136723","65822","70901"
"World","2002","1131000389","594538327","100","100","14.6486496953073","6.32019925117669","8.38142270563872","1656950","753903","903047"
"Least developed countries","2003","144405761","78129469","100","100","27.6779278639456","12.2092348074273","15.6598883099526","401166","191952","209214"
"Landlocked developing countries","2003","72177043","39456001","100","100","26.9786859387079","11.4321480743146","15.7263235235794","194464","90732","103732"
"Small island developing States","2003","9696822","5109148","100","100","15.1770725635562","6.47807574715156","8.75571701444482","14710","6641","8069"
"Europe and Northern America","2003","147613996","73610822","100","100","8.63781596492241","3.30371773527189","5.35177899683753","128141","48718","79422"
"Northern America","2003","45617073","22784969","100","100","7.81276318210788","3.22061629099894","4.60698421953873","35786","14700","21086"
"Europe","2003","101996923","50825853","100","100","9.00591554114438","3.34097093740286","5.68393446359449","92355","34018","58336"
"Latin America and the Caribbean","2003","102991143","53253963","100","100","13.2526155945666","5.36218002970965","7.93297359745739","136492","57265","79227"
"Central and Southern Asia","2003","324550371","172540096","100","100","17.1202831497972","7.28969036282769","9.90278099414773","555036","252473","302563"
"Central Asia","2003","11933525","6560493","100","100","11.2424988005001","3.98943928107642","7.28211105933298","13099","5245","7854"
"Southern Asia","2003","312616846","165979603","100","100","17.3443980555784","7.41991156142979","9.99867578419888","541937","247228","294709"
"Eastern and South-Eastern Asia","2003","351316209","183692996","100","100","7.85055533120416","3.62252537838121","4.24340178347414","275889","133328","142561"
"Eastern Asia","2003","244112979","128631845","100","100","5.8545375146466","2.70569483898666","3.15738559757602","142741","69702","73039"
"South-Eastern Asia","2003","107203230","55061151","100","100","12.3672800603046","5.76111473377793","6.64444473498718","133148","63626","69522"
"Northern Africa and Western Asia","2003","78614405","41275438","100","100","11.5012391951306","5.13307282572898","6.40102328809868","90438","42483","47955"
"Western Asia","2003","39630917","20643192","100","100","9.77723290245758","4.58902557370432","5.21212590783769","38835","18990","19845"
"Northern Africa","2003","38983488","20632246","100","100","13.2634622363119","5.67711188719277","7.62966480990681","51603","23493","28110"
"Sub-Saharan Africa","2003","142119790","77077511","100","100","32.5369758203803","13.6471460714948","19.151188820157","463359","211823","251536"
"Oceania","2003","4926686","2528962","100","100","9.32824177303149","4.1708641659633","5.17897842258717","4604","2114","2490"
"Oceania (exc. Australia and New Zealand)","2003","1648293","874019","100","100","17.0862381551642","7.65349881151364","9.50548959698395","2822","1343","1479"
"Australia and New Zealand","2003","3278393","1654943","100","100","5.42834120958313","2.32667550058982","3.1088991083825","1782","771","1011"
"Europe, Northern America, Australia and New Zealand","2003","150892389","75265765","100","100","8.568519719658","3.28224423263699","5.30368347150709","129923","49489","80433"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2003","108851523","55935170","100","100","12.4383600757546","5.79071196326295","6.68636693750749","135970","64969","71001"
"World","2003","1152132600","603979788","100","100","14.3519317130141","6.17483830049532","8.22789936062327","1653961","748206","905755"
"Least developed countries","2004","148083540","80029204","100","100","27.0771527059951","11.9636734728275","15.2964813412171","402444","192641","209803"
"Landlocked developing countries","2004","74369056","40603399","100","100","25.9457475524403","11.0175992082357","15.0944529773768","192676","89966","102710"
"Small island developing States","2004","9876230","5197950","100","100","14.9669068918451","6.36202155991782","8.65998031338956","14773","6635","8138"
"Europe and Northern America","2004","147942823","73476822","100","100","8.40643289071796","3.19503465552029","5.22810220291861","125095","47027","78067"
"Northern America","2004","46195624","23081888","100","100","7.8323273932206","3.19048143049837","4.65670308745004","36329","14752","21577"
"Europe","2004","101747199","50394934","100","100","8.664777161839","3.19712020244743","5.48519378325025","88766","32275","56490"
"Latin America and the Caribbean","2004","103775911","53487695","100","100","12.9617560778046","5.24573241151999","7.75671330869491","134582","56264","78318"
"Central and Southern Asia","2004","331071287","175058007","100","100","16.6815054826535","7.10856507268752","9.64147748002958","552067","249770","302297"
"Central Asia","2004","12253052","6690997","100","100","10.8198882096773","3.8470190152228","6.99979754872716","12972","5158","7814"
"Southern Asia","2004","318818235","168367010","100","100","16.9064739214422","7.23796051261894","9.73900393473512","539095","244612","294483"
"Eastern and South-Eastern Asia","2004","357524786","187687890","100","100","8.22388135088614","3.76265030529206","4.47808049654155","293957","141507","152450"
"Eastern Asia","2004","249555151","132673258","100","100","5.68494783872142","2.57669859916121","3.11627895116833","141421","68460","72961"
"South-Eastern Asia","2004","107969635","55014632","100","100","14.0447039423836","6.61690579346712","7.47727457034032","152536","73047","79489"
"Northern Africa and Western Asia","2004","80136052","41860852","100","100","12.0708979464113","5.27084300334576","6.83608688378717","96755","44245","52510"
"Western Asia","2004","40484267","21005250","100","100","10.106011952579","4.6110462771786","5.52042059021144","40982","19416","21566"
"Northern Africa","2004","39651785","20855602","100","100","14.0839991368262","5.93493315903735","8.19771889146622","55773","24829","30944"
"Sub-Saharan Africa","2004","146059996","79043977","100","100","31.5824544710979","13.2477834557085","18.5808257716404","462206","210828","251378"
"Oceania","2004","5032248","2569892","100","100","9.18853175993917","4.12976109322368","5.07974881573798","4635","2127","2508"
"Oceania (exc. Australia and New Zealand)","2004","1696420","898536","100","100","16.95741863448","7.61113054391589","9.41796948577887","2883","1373","1510"
"Australia and New Zealand","2004","3335828","1671356","100","100","5.23982834827041","2.25311237293373","2.99346057840377","1752","754","998"
"Europe, Northern America, Australia and New Zealand","2004","151278651","75148178","100","100","8.33695245945598","3.17409462604522","5.17929741349767","126847","47781","79065"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2004","109666055","55913168","100","100","14.0892128810439","6.6328910324561","7.50610905200759","155419","74420","80999"
"World","2004","1171543103","613185135","100","100","14.2440028169352","6.11130594542695","8.18270387836973","1669299","751770","917530"
"Least developed countries","2005","151679863","81901006","100","100","25.7869295111794","11.4397865900479","14.5131704943316","392487","188464","204023"
"Landlocked developing countries","2005","76447329","41634711","100","100","24.8044312110821","10.6015580559746","14.3550591480627","189419","88749","100670"
"Small island developing States","2005","10075072","5289471","100","100","14.7105088404776","6.2297416782157","8.53393135007252","14814","6611","8203"
"Europe and Northern America","2005","147817697","73246647","100","100","8.21050478597607","3.10958712435316","5.11682888684691","122134","45624","76509"
"Northern America","2005","46763440","23452841","100","100","7.84259539498589","3.1517856950905","4.70564087148041","36797","14807","21990"
"Europe","2005","101054257","49793806","100","100","8.3770907582964","3.08971018025214","5.30376768304816","85337","30817","54519"
"Latin America and the Caribbean","2005","104494935","53725079","100","100","12.7026515378266","5.15030631944154","7.5914434777019","132860","55483","77377"
"Central and Southern Asia","2005","337036551","177229618","100","100","16.4410957040483","7.04955870524917","9.45821322819809","554496","250762","303734"
"Central Asia","2005","12554087","6770549","100","100","10.5078747887746","3.75776134721567","6.77557443326938","12962","5098","7864"
"Southern Asia","2005","324482464","170459069","100","100","16.6702550363852","7.18008309763066","9.55880495262856","541534","245664","295870"
"Eastern and South-Eastern Asia","2005","363690748","191430325","100","100","7.41427683439844","3.33725709977432","4.09067135665199","269205","127984","141221"
"Eastern Asia","2005","255047464","136381334","100","100","5.52131441978321","2.45205473197075","3.07680418006156","140100","66965","73135"
"South-Eastern Asia","2005","108643284","55048991","100","100","11.8238057995503","5.52692929020447","6.3318723199327","129105","61019","68086"
"Northern Africa and Western Asia","2005","81567680","42375093","100","100","11.7673617850367","5.14870577509712","6.65290988548814","96071","43748","52323"
"Western Asia","2005","41332499","21363822","100","100","9.94026914581358","4.51495796115287","5.44991733230779","41160","19335","21825"
